Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Healthy weight,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Overweight,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Obese,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Number of children measured,Unnamed: 27,Participation rate,Unnamed: 29
,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,,,,
ONS Code,Area,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Reception,Year 6,Reception,Year 6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000002,Barking and Dagenham,1.36192407997682,1.02575448990147,1.80625560338056,1.27235213204952,0.924504851150142,1.74876771267345,72.7904955085482,71.2809458489636,74.2493633924029,55.2613480055021,53.4483991557656,57.0604147452471,11.9385685308606,10.8988687977157,13.0629097292583,14.9243466299862,13.6755542014373,16.265686458478,13.9090118806143,12.7945630768016,15.1037202542575,28.5419532324622,26.9296860218753,30.2108376759553,3451,2908,95.7,95.9
E09000003,Barnet,1.33365664403492,1.0260883841018,1.73180481398672,1.44967939782548,1.10723876194435,1.89599766766153,79.6556741028128,78.3997142689488,80.8564375091966,63.3955952049066,61.8055987174015,64.9569306512889,10.6692531522793,9.7633542004491,11.6483561968103,14.4967939782548,13.3826138386255,15.6869363153241,8.34141610087294,7.53577857724458,9.22459038853324,20.6579314190131,19.36477508289,22.0138676631107,4124,3587,91.5,94.8
E09000004,Bexley,0.514372163388805,0.321402874659582,0.822243905992799,0.898311174991017,0.609210961962748,1.32277762139492,73.8880484114977,72.3634198507441,75.3572104559969,60.7617678763924,58.9340228448226,62.5598442750343,14.6444780635401,13.4801700848647,15.8908792964819,15.6306144448437,14.3289018449074,17.0270784551157,10.9531013615734,9.93335462784173,12.0635124895119,22.7093065037729,21.191014752601,24.3028347381126,3305,2783,99.6,94.3
E09000005,Brent,2.5228126677402,2.06607551489339,3.07734575216901,2.13797035347777,1.70907128176778,2.67157803354485,76.0601180891036,74.6635770182668,77.402979199756,57.8107183580388,56.1687772478826,59.4355718215661,11.2453032742888,10.2705579339865,12.2998775152154,15.7069555302166,14.5404481255085,16.9484864345398,10.1717659688674,9.24183927498963,11.1837328902566,24.3443557582668,22.9527562251013,25.7920825978775,3726,3508,90.5,95.3
E09000006,Bromley,0.614439324116744,0.413255872325186,0.912666402700533,1.30540376442016,0.97060119934517,1.75364919117607,78.5970302099334,77.2830182332107,79.8548484432,69.3685488767456,67.7725738391927,70.9194013795401,12.5960061443932,11.5920655670929,13.6734463270556,13.3272616879174,12.209228148629,14.5307309983471,8.19252432155658,7.37298017947858,9.09422099994962,15.9987856709168,14.7865858077055,17.2901975073717,3906,3294,96.6,96.4
E09000007,Camden,1.27713920817369,0.828259972993069,1.96447164804776,1.64051355206847,1.09561984531776,2.4496916482346,78.6079182630907,76.50818340506,80.5676439000169,60.6990014265335,58.1164716704569,63.2230611849518,10.6641123882503,9.23049058268152,12.2902468728377,16.3338088445078,14.4912059891975,18.3603972924496,9.45083014048531,8.099561327561,11.0005495235018,21.3266761768902,19.2624027403826,23.5476492071219,1566,1402,90.1,92.8
E09000008,Croydon,1.33100589133755,1.03762701089469,1.705904893368,1.12676056338028,0.840436793808677,1.50914580728262,77.4165393846825,76.1833102342069,78.6038460815492,60.0256081946223,58.4801055011211,61.5514053250109,11.062622736199,10.1869050465259,12.0035601779336,14.3661971830986,13.30110258843,15.5013308354204,10.1898319877809,9.34707579321233,11.0992698509604,24.4814340588988,23.1583431822352,25.8546822628722,4583,3905,94.2,94.9
