Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Healthy weight,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Overweight,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Obese (inclduing serverely obese),Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Serverely obese,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Number of children measured,Unnamed: 33
,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,,
ONS Code,Area,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Reception,Year 6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000002,Barking and Dagenham,1.34811264230078,1.00906400888029,1.79901231601544,1.4790220344099,1.12058511105025,1.94984982185438,72.8579988016777,71.3237952512344,74.3396516478447,53.9390280712345,52.2381552743767,55.6307767575088,12.7022168963451,11.615270306402,13.8749113589275,14.5487473588892,13.3891685210622,15.7904431919683,13.0916716596765,11.9896868010172,14.2785090316623,30.0332025354663,28.4961274714833,31.616527401373,4.49370880766926,3.84169087303863,5.25034603429919,6.73105946272261,5.92700145128874,7.63534285746323,3338,3313
E09000003,Barnet,1.17675312199808,0.891285377770494,1.55222068710537,1.4421838784445,1.11230966486078,1.86803980521618,78.8904899135447,77.6246538926134,80.103069768948,65.1043007983518,63.5908546620977,66.5878910476874,11.3112391930836,10.3846651182286,12.3091313748924,14.8596446046871,13.7756299708673,16.0131193539378,8.62151777137368,7.80667195155171,9.51263987814878,18.5938707185166,17.4014130721906,19.8484072294582,2.28146013448607,1.8700113991742,2.7808722953208,3.68271954674221,3.13464129806754,4.32235075811565,4164,3883
E09000004,Bexley,1.14080834419817,0.821424359024585,1.58239301926689,0.995823964021844,0.702442202252668,1.4099995016512,75.8800521512386,74.3344752177721,77.3609010341535,62.2229360745262,60.5057243723077,63.9100186179673,12.6466753585398,11.5170839188393,13.8696904077264,15.2264696434308,14.007293505132,16.5313614568319,10.3324641460235,9.30454096261514,11.4595989635895,21.5547703180212,20.1458068696732,23.033850376349,2.44458930899609,1.95472421319173,3.05339423572572,4.75425634436235,4.06088375888717,5.5591582863102,3068,3113
E09000005,Brent,1.68918918918919,1.31461539630822,2.16814558319188,1.86301369863014,1.47228380878175,2.3549610346721,68.7218468468468,67.1776277189955,70.2256146753124,54.3561643835616,52.7365178660641,55.9666512118475,14.8648648648649,13.7329443520123,16.0726999967151,15.7260273972603,14.5811106150384,16.9430119229017,14.7240990990991,13.5969110509651,15.9275059113389,28.0547945205479,26.6209583902109,29.5347747455925,3.94144144144144,3.34971985267669,4.63267930959729,7.75342465753425,6.92955190972647,8.66612910826206,3552,3650
E09000006,Bromley,0.974453515933632,0.707803453220107,1.34020248609751,1.4367816091954,1.09155932714875,1.88910038564557,79.0624176981828,77.7392407499441,80.3268486650239,69.8563218390805,68.310498355598,71.3583561642003,11.5090861206215,10.5326822499394,12.5632944786734,13.5057471264368,12.4103371634319,14.6816378870112,8.45404266526205,7.61061340192672,9.38145179779047,15.2011494252874,14.0466948902093,16.4323458862368,1.76455096128523,1.39191071873568,2.23469302977907,2.8448275862069,2.34232821035853,3.45131829182814,3797,3480
E09000007,Camden,1.57819225251076,1.04450000316876,2.37802395466664,2.05819730305181,1.4368250192464,2.94027323439018,78.4074605451937,76.1709829695337,80.4878029752029,61.4620298083747,58.8929212822211,63.9688087430013,12.4820659971306,10.8494551789434,14.3208856061646,14.6202980837473,12.871699348751,16.5612887777299,7.53228120516499,6.26057990089509,9.03739666656944,21.8594748048261,19.7795697602387,24.0924057505931,2.08034433285509,1.45232644381155,2.97174171001667,5.03903477643719,4.01411223862877,6.30845140856408,1394,1409
E09000008,Croydon,1.46018708647045,1.14519415334567,1.86019047380101,1.52019002375297,1.19232192985157,1.93644929016467,76.5229295003422,75.2452223190963,77.7541856108411,60.5225653206651,59.0370918089515,61.9888534872429,11.6130504220853,10.698001584841,12.595328443443,14.4418052256532,13.4123959268703,15.5360462663508,10.403832991102,9.53437180511611,11.3426411304482,23.5154394299287,22.2588769934981,24.8202900375249,2.92037417294091,2.46163878306628,3.46156271076083,6.22327790973872,5.53269448275424,6.99367756942113,4383,4210
