Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Healthy weight,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Overweight,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Obese (inclduing serverely obese),Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Serverely obese,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Number of children measured,Unnamed: 33
,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,Reception,,,Year 6,,,,
ONS Code,Area,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Prevalence (%),lower confidence interval,upper confidence interval,Reception,Year 6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000002,Barking and Dagenham,1.64319248826291,1.26168409272436,2.38284947034611,1.66163141993958,1.27962591322068,2.15778074516542,73.943661971831,71.8719354138046,75.6034984866067,54.0785498489426,52.3790799561858,55.7734842096165,11.7370892018779,10.3842788581104,13.1119154286035,15.8610271903323,14.6358715849837,17.1241468790415,12.9107981220657,11.4531079693865,14.2904441350984,28.3987915407855,26.9047527184443,29.9772412490902,4.22535211267606,3.44700129030409,5.16044745367723,7.85498489425982,7.04797183392787,8.89003321202176,2130,3310
E09000003,Barnet,1.39949109414758,1.09898811595259,1.84575330368311,1.62094763092269,1.22993470818301,2.00490802670774,79.6437659033079,78.304234362353,80.8237204459046,63.8403990024938,62.2904509761475,65.2641998825577,11.323155216285,10.394443366618,12.3782450652451,14.214463840399,13.119633550931,15.2781362791607,7.63358778625954,6.84415218811749,8.50576633660406,20.4488778054863,19.2534437840755,21.7507033828198,1.90839694656489,1.57056296157236,2.44183714333712,4.11471321695761,3.58885997292086,4.82805091622908,3930,4010
E09000004,Bexley,0.688073394495413,0.452069245600908,1.18839114917942,1.11607142857143,0.830454074862385,1.74963287076495,76.3761467889908,74.4182723822395,77.9882761742875,62.9464285714286,60.8915448614948,64.8908313955691,13.0733944954128,11.8049284962738,14.6428238789761,13.8392857142857,12.439633322614,15.2983432579338,9.86238532110092,8.6764991838663,11.18038594934,22.0982142857143,20.4036559925205,23.8386098875318,2.52293577981651,1.90257786726699,3.21639579414744,5.13392857142857,4.21654128922941,6.03580987130273,2180,2240
E09000005,Brent,2.19298245614035,1.80418672092927,2.80319107859766,2.78940027894003,2.29882428318986,3.3810437510943,76.1695906432749,74.6976908708091,77.552246013783,57.1827057182706,55.5841224024311,58.8216407367934,10.3801169590643,9.42436935073211,11.470977600528,14.9232914923291,13.7405426749131,16.0696752212056,11.2573099415205,10.1791834784735,12.2924185519866,25.1046025104603,23.7396914871328,26.5785373770116,3.21637426900585,2.62079754631984,3.79635460339966,5.85774058577406,5.13524290686739,6.67473710155488,3420,3585
E09000006,Bromley,0.466200466200466,0.320165443517741,0.974881626416741,1.19617224880383,0.850358825976814,1.81657942693874,79.020979020979,77.2572837923315,80.7004783899784,68.4210526315789,66.2988414702725,70.2846351235777,13.0536130536131,11.6438683046035,14.4902197006067,14.3540669856459,12.9162243320257,15.9227050089184,7.45920745920746,6.37545876757859,8.59501533413688,16.0287081339713,14.5642518903711,17.7133332139637,1.3986013986014,1.01952945374186,2.04308981757928,2.63157894736842,2.110983781153,3.51701915690447,2145,2090
E09000007,Camden,1.82926829268293,0.929939445238456,2.69669585622815,1.13636363636364,0.700188779480309,2.22688930033861,79.2682926829268,76.3319920721691,81.8809230483826,63.0681818181818,60.1306230447688,66.487972814324,11.5853658536585,9.36044724464876,13.7110031284009,12.5,10.5934863696771,14.98771584554,7.92682926829268,6.16693324621494,9.85577166338586,22.7272727272727,20.1036838844801,25.6396888112413,1.82926829268293,1.29994281839993,3.29893323664583,3.97727272727273,2.97281070194739,5.61779841172107,820,880
E09000008,Croydon,1.18110236220472,0.861419098230905,1.54668988617069,1.56626506024096,1.18895588145682,1.93836629855665,77.0341207349081,75.6449549845401,78.3163861519729,59.8795180722892,58.3842325354033,61.3660399191936,12.2047244094488,11.2537371487584,13.3367307284955,14.3373493975904,13.310526587093,15.4439783876658,9.58005249343832,8.68580095371187,10.5557293181734,24.2168674698795,22.9725166235985,25.5804322019879,2.88713910761155,2.37717483143285,3.43957086227229,6.02409638554217,5.2971802985522,6.74185018414526,3810,4150
